Тип жилья,Кол-во комнат,Станция метро,Время в пути,Этаж,Общая площадь комнат,Наличие ремонта,Год постройки,Срок сдачи,Тип дома,Цена
Вторичка,Многокомнатная квартира,Сретенский бульвар,7 мин. пешком,1,"282,2",Евроремонт,,,,228 432 960 
Вторичка,2-комн,Калужская,5 мин. на транспорте,33,"74,5",Без ремонта,2010,,Монолитный,18 400 000 
Вторичка,2-комн,Волжская,,11,"57,01",Без ремонта,,,,10 923 230 
Вторичка,5-комн,Кузьминки,8 мин. пешком,17,"308,3",Евроремонт,1996,,Кирпичный,54 200 000 
Новостройка,1-комн,Угрешская,5 мин. пешком,3,"40,4",,,2021,,8 484 000 
Вторичка,3-комн,Аннино,5 мин. пешком,3,"72,5",Косметический,1979,,Панельный,10 200 000 
Новостройка,Студия,Авиамоторная,10 мин. пешком,2,"20,9",,,2021,Монолитный,7 172 880 
Вторичка,4-комн,Парк Победы,5 мин. на транспорте,35,115,Евроремонт,2011,,Монолитный,76 620 222 
Вторичка,3-комн,ВДНХ,15 мин. пешком,5,"93,4",Евроремонт,1973,,Кирпичный,17 500 000 
Вторичка,2-комн,Люблино,18 мин. пешком,5,"50,5",Без ремонта,2019,,,8 299 000 
Новостройка Апартаменты,1-комн,Ботанический сад,3 мин. на транспорте,33,"63,1",,2016,2015,Монолитный,13 901 013 
Вторичка,3-комн,Бибирево,19 мин. пешком,10,"61,3",,1981,,Панельный,9 600 000 
Вторичка,3-комн,Академическая,8 мин. пешком,15,"77,6",Евроремонт,2000,,Блочный,19 950 000 
Новостройка,5-комн,Воробьевы горы,3 мин. на транспорте,8,215,,,2020,Монолитный,172 000 000 
Вторичка,2-комн,Шипиловская,7 мин. пешком,9,53,Евроремонт,1979,,Панельный,8 650 000 
Вторичка,1-комн,Ясенево,10 мин. пешком,2,29,Косметический,1976,,Монолитный,6 650 000 
Вторичка,2-комн,Автозаводская,5 мин. на транспорте,14,"63,53",Без ремонта,,,,15 400 000 
Вторичка,3-комн,Ясенево,15 мин. пешком,6,"75,6",Косметический,1976,,Монолитный,13 300 000 
Новостройка Апартаменты,1-комн,Комсомольская,9 мин. пешком,11,"53,1",,2017,2017,Монолитный,15 930 000 
Вторичка,2-комн,Пролетарская,8 мин. пешком,6,"46,6",Косметический,1971,,Панельный,10 450 000 
Новостройка,1-комн,Дубровка,3 мин. пешком,1,"42,8",,,2021,Монолитный,9 416 000 
Новостройка,2-комн,Дубровка,3 мин. пешком,1,"58,3",,,2021,Монолитный,12 826 000 
Новостройка,3-комн,Дубровка,3 мин. пешком,1,"90,3",,,2021,Монолитный,19 866 000 
Новостройка,3-комн,Дубровка,3 мин. пешком,2,91,,,2021,Монолитный,20 930 000 
Новостройка,1-комн,Дубровка,3 мин. пешком,2,"40,6",,,2021,Монолитный,9 427 320 
Новостройка,2-комн,Дубровка,3 мин. пешком,2,"56,8",,,2021,Монолитный,12 638 000 
Новостройка,3-комн,Дубровка,3 мин. пешком,2,"79,1",,,2021,Монолитный,18 193 000 
Новостройка,1-комн,Дубровка,3 мин. пешком,1,"39,9",,,2021,Монолитный,8 778 000 
Новостройка,1-комн,Дубровка,3 мин. пешком,1,"41,9",,,2021,Монолитный,9 218 000 
Новостройка,2-комн,Дубровка,3 мин. пешком,1,"48,7",,,2021,Монолитный,10 714 000 
Новостройка,1-комн,Дубровка,3 мин. пешком,1,"46,62",,,2021,Монолитный,10 256 400 
Вторичка,Квартира свободной планировки,Дмитровская,9 мин. пешком,19,"34,1",Без ремонта,,,Монолитный,8 990 000 
Новостройка,Многокомнатная квартира,Китай-город,5 мин. пешком,4,530,,,,,461 525 000 
Вторичка Апартаменты,4-комн,Деловой центр,3 мин. пешком,23,226,Дизайнерский,,,,99 000 000 
Новостройка,4-комн,Китай-город,5 мин. пешком,2,"203,5",,,,,200 606 000 
Новостройка Апартаменты,1-комн,Бауманская,6 мин. пешком,5,"58,7",,2016,2015,Монолитный,25 593 200 
Вторичка,4-комн,Автозаводская,,12,142,Евроремонт,2008,,Монолитный,36 900 000 
Вторичка,4-комн,Новые Черемушки,24 мин. пешком,5,155,Без ремонта,2017,,Монолитный,30 000 000 
Вторичка,2-комн,Бибирево,12 мин. пешком,3,"45,7",,1974,,Панельный,8 300 000 
Новостройка,1-комн,Медведково,2 мин. на транспорте,3,"42,6",,,2022,,7 216 440 
Вторичка,2-комн,Царицыно,4 мин. на транспорте,3,"51,1",Косметический,1976,,Панельный,8 000 000 
Вторичка Апартаменты,1-комн,Новые Черемушки,6 мин. на транспорте,6,29,Евроремонт,2018,,Монолитный,8 500 000 
Новостройка,1-комн,Авиамоторная,10 мин. пешком,20,"35,6",,,2021,,10 035 640 
Вторичка Апартаменты,2-комн,Автозаводская,15 мин. пешком,3,40,Дизайнерский,,,,8 350 000 
Вторичка,3-комн,Дмитровская,10 мин. пешком,45,"72,5",Без ремонта,2018,,,15 850 000 
Вторичка,1-комн,Тимирязевская,3 мин. пешком,20,60,Без ремонта,2017,,Монолитный,18 600 000 
Вторичка,5-комн,Молодежная,5 мин. на транспорте,3,186,Дизайнерский,2002,,Монолитный,48 900 000 
Вторичка,2-комн,Тимирязевская,3 мин. пешком,17,97,Без ремонта,2017,,Монолитный,26 800 000 
Вторичка,3-комн,Тверская,11 мин. пешком,2,60,Евроремонт,1876,,Кирпичный,20 900 000 
Вторичка,3-комн,Бабушкинская,3 мин. на транспорте,5,"56,3",Косметический,1972,,Кирпичный,9 000 000 
Новостройка,4-комн,Выставочная,7 мин. пешком,18,"126,8",,,2019,,60 230 000 
Вторичка,4-комн,Киевская,7 мин. пешком,7,165,Евроремонт,2005,,Монолитный,95 000 000 
Вторичка,5-комн,Киевская,7 мин. пешком,10,197,Евроремонт,2005,,Монолитный,145 000 000 
Новостройка Апартаменты,1-комн,Ботанический сад,12 мин. пешком,4,"32,8",,,,,4 200 000 
Вторичка,3-комн,Университет,,17,147,Без ремонта,2008,,Монолитный,60 629 914 
Вторичка,1-комн,Царицыно,10 мин. пешком,5,36,Косметический,1969,,Панельный,6 300 000 
Вторичка,Многокомнатная квартира,Университет,,17,644,Без ремонта,2008,,Монолитный,244 803 988 
Вторичка,1-комн,Ботанический сад,2 мин. на транспорте,2,"38,9",Евроремонт,1979,,Панельный,7 290 000 
Вторичка,5-комн,Академическая,19 мин. пешком,7,250,Без ремонта,2013,,Монолитный,63 000 000 
Новостройка Апартаменты,Апартаменты-студия,Коньково,5 мин. пешком,6,"27,1",,,2019,Монолитный,6 480 000 
Вторичка,3-комн,Войковская,10 мин. пешком,2,"53,4",Дизайнерский,1960,,Кирпичный,12 500 000 
Вторичка,3-комн,Бульвар Дмитрия Донского,15 мин. пешком,14,85,Евроремонт,2005,,Панельный,11 400 000 
